;>999999999>strobert,>999999>Toaster,>999999>alestone,>999999>DDrew;96283
0000ca6e91eef37ca18cfe7ce56ddbc4f37a276ca61ea26272f73e8846344fdd;miningbonus>1>papa_spaghettiboi;6d6c
0000c17846989285dac5f24f504a83b8a01ff9caf09d17c4e6c6ef3cee539885;miningbonus>1>joshS;5705
0000e4c59ad625a15d1c744c43c2b3f2ad9a0a1c2d3ea36cc0475286119ae305;miningbonus>1>papa_spaghettiboi;49d2
0000eb160b549db3a08798d3828707edb82023392159e320e8e895e840ca6598;miningbonus>1>alestone;2249a
0000e7b3a26a805343cf6e3f2184fb172f4d1344d77ef06220544654f557e2b0;miningbonus>1>joshS;d74b
0000417b1a99058366c87ad34b4ef51257db5e24ebbc20677b17073ad6b3432f;miningbonus>1>alestone;f725
0000a65fdc92bfe980930636b6676518eaaad84b9b958a005eb05b86525c49f2;miningbonus>1>papa_spaghettiboi;18f4c
0000fc3a6e64fbf0f1bc08a573c1a3dfad9f952df80e770ffb904b22a7db081e;miningbonus>1>joshS;b4e5
0000fd59eb0dd1e8dfa298869dab127192b2219d4c66c1eb7c699c51107bb0da;miningbonus>1>alestone;10e1c
000075f420ebfdcf31ffb58b1e8bc34e0a660d4d2ca15b527b0b214abfbc7e34;miningbonus>1>alestone;8c82
0000320a6515a4f96ff162b029421e7efa1607ce883f64713e7bdb66a54d4298;miningbonus>1>papa_spaghettiboi;19310
0000eaebd1ec535792eec4e6b6d948163d154030ecc7d9aa961efe9ef02a52db;miningbonus>1>joshS;1fc1c
000015aceec27c3ef1fd124dcbe639f3c0ad972fa7ecddbb6545be2a0073f23d;miningbonus>1>alestone;13bce
000092705da174ce8a3eecd6058f59dd0a4cf53bb9520f28d83af2be530a2102;miningbonus>1>alestone;4765
000077ff561d4384ad40869bfffee769ee0363438443be021caa2e3937f6d2f7;miningbonus>1>joshS;e504
00000904cd5e2f8c3d705e0a94d6506ad4bb88599e4c123bcc61215889c11ac6;miningbonus>1>alestone;9887
0000ec4705d7f04f5938e2c8481e3e6378e283706b573a57028635425a70af56;miningbonus>1>joshS;182e1
0000657a7d7f403ef77e4610ea0f3052716af24412557f4312a7ef4f422e44e9;miningbonus>1>alestone;28736
0000dd57091e45b953f69a734fbe077afdecfb1de7eac9f6268d90e228f523a4;miningbonus>1>papa_spaghettiboi;3cda3
00009b17f280d5ac24be75f230a0560513d30b0191990bfd863cbd04b54d3a2a;miningbonus>1>joshS;8027
00000038feb589b8b760741abb1f8dca51f947868ef2a376171c05358f209bb8;miningbonus>1>alestone;1e8e9
00006c15b460419014ba9dc4d95b8228f4a02dd656ee2768563a4863183fb91e;miningbonus>1>papa_spaghettiboi;1937f
000072d2f6d1ab3b87cef1805b163f9b28b14cb97b9bb61dfb1ea59a47951d3a;miningbonus>1>joshS;249c8
000010a9aa2473997c0a90bba64838666d4a38a7b8cb3175fba4788362022fe0;miningbonus>1>papa_spaghettiboi;7028
0000aeb09dea0417ec661105abef2fbba141def7c27764b0f303a68f8c66c660;miningbonus>1>papa_spaghettiboi;5460
0000898da9a09b7714fed98dd9bdb9a0b0b0a3ed5f5a754bdea0a397918d4d03;miningbonus>1>joshS;1054a
000006123a2b549ac15cfe47efe93160f0db43be9c67c3e61f030ee6412cba39;miningbonus>1>alestone;46a50
0000c3704ae05bcc70a2405e259e6cc612f76e9fed7fdb280424220f9372f824;miningbonus>1>alestone;cf19
00007fb4b2aff45fc7a4dc6553ae54de921ef729ede9e35d693cdc98f8a584d8;miningbonus>1>joshS;17317
0000571a98fe473ba47a67efe7795a05d7dd8a975f4875815c668a7b10159981;miningbonus>1>papa_spaghettiboi;1cc4c
00003a98d3c8b3c8385373e422af4143b3fd564bc3ca1c1d857beb5117031580;miningbonus>1>alestone;db77
000080a5bceb75ed34dff129443f162d49f65e367570be1d73c4f2928cf442ea;miningbonus>1>papa_spaghettiboi;24ce
0000e1df302090ffc4d4863b2351d883641510980aae6c19b42810d0d654f67e;miningbonus>1>alestone;d72c
00004f3cd29aeb4bcbaa0def5941328aebf19b68c5864058cfe6c181ba34f1a9;miningbonus>1>papa_spaghettiboi;6914
0000e27ad34bea8ebdea963d929308111764e9485209cb2f0fe62c1e6675b567;miningbonus>1>alestone;18120
0000af4a65b3adfa1f1ecb9e057ba7cd33dce7853428531b2149ec03ca2fcdfd;miningbonus>1>papa_spaghettiboi;19a09
000081e0187cd6da922a877bc24242fad9706ecd679ef1fb86cf66835ea0dcef;miningbonus>1>joshS;41093
00007f1ae5bedec1d2626af632b667c9d25a498e126eabeb0607017b83d2674c;miningbonus>1>papa_spaghettiboi;114
0000f5981a24bafdd1dc2299af3fd74d55fd568e5b83528829fcdc0dab6a09b2;miningbonus>1>alestone;27f4d
000021828b141d341c266afc1beb904edb9301746e016ee48ed7758f22e9d494;miningbonus>1>joshS;b98c
00009035e826a16ce049c1a7886f3daf4879d746bccc544533c8d2abcca224ff;miningbonus>1>papa_spaghettiboi;4a9c
000001c3bd3b26f2b4b7db4fd366ec29bf57094ca1114221afc197e9c8407fed;miningbonus>1>alestone;16213
000014f4e127d17386e455e4165fc7fc3ef46ff9d03af086cd402d3e076d21ae;miningbonus>1>joshS;6c2d
0000cb7f293760a00930acd5459a091f9eebc2c614ed60971822eabdcc89110b;miningbonus>1>papa_spaghettiboi;4dd6
0000aa0d4589a49a674a3f898b83d0ef27b62cfd7d04255baec721c4c7f46062;miningbonus>1>alestone;d959
00003725198f20ef7a5cc7c4dc2b929b11581a2db781e7040230c4f9a012f392;miningbonus>1>joshS;12e67
00008cb3d9fb33da85813e1c6fbe91bee194495359fbc233926aaa1a1506c3c7;miningbonus>1>alestone;1c881
00002448ddee8d8ddb80966997cb64fd9646c26c42dd844b490723687ac0d00c;miningbonus>1>papa_spaghettiboi;4294
0000f89fefcec21f6b3f334b7e6f1ae879887a140a8c3fc0a26d10b3e4780282;miningbonus>1>papa_spaghettiboi;3aee
000063a5371ba1a7b96b0e0dfd81dfde2c17578b6a724db445751345fa0332fc;miningbonus>1>joshS;30565
00008d5a25526f41665825cef5a43e902522960c4ce4a843d45ffd8708944d08;miningbonus>1>papa_spaghettiboi;1a0d
0000984b00a34c3e6ef91b1bc23b0e4e7e13974ece5c01c54d90ac6921a3fe64;miningbonus>1>alestone;495b5
00005ac9c3c1d4ca383786393bc4996f0b01cf49430782cf9b0d6a5cc2e52b66;miningbonus>1>joshS;71df
0000abebfcba2be700ebba083f25f4b9c60234fcd0bf52673d318879c257acc4;miningbonus>1>alestone;e1db
0000e31004fccffc84a5ce0062c16f03df2b36512d5b8b490e7cf2da9eb7bceb;miningbonus>1>null;2fd0
0000c99dbc1c2c43b585a0d69239d3092c3d6ac53dfc94cb31c7c9d66ce28f33;miningbonus>1>null;4f948
0000878454a38ede76038832225d3a76870e37c7cf6fb672ae5c159eba7726f1;miningbonus>1>null;4e5a
0000ed0b30d4cc508421906f8ea6b9e0449b00069953a5285303df3282eae312;miningbonus>1>null;10ba6
00006c0ad417c77b88a8bf838c5ae99aefcf20a33a0b597dcc3ac57d1bf2506e;miningbonus>1>alestone;c2e0
0000621fc7b1b7dc5a6bf319755a84f0ef8c108efa8e4527fe30c46fa4634dca;miningbonus>1>joshS;1e704
0000f8ff734fc0370aba19bb69377c5c3bfcff06cae3cecb9e81a094634a03e4;miningbonus>1>null;6144
000059a13eb5cc75b35b27429a44a5faed8711b5be611b3adba7097e982838b1;miningbonus>1>null;148d
00000b094200d9fbbce88a44ffc5eae90d846bea4a55966a9e01f2745a88d38c;miningbonus>1>null;4816
0000c4e5a573d5224caa7b69163d3a3dd133275c858eefc84970f92561b1c2e9;miningbonus>1>null;76a7
0000c663e4bbcce48a9379902cfd351493c94ac9c067258b0b648337b36b0e18;miningbonus>1>joshS;6048
0000ae1361ce63e9d1f5ef6b8842843fbcb64e625d61e0bb774e08ae4ae0d064;miningbonus>1>alestone;1691a
00004e6cb55c6136b6a7471382a6666901c7db141181b32de5425e15fb2a6f09;miningbonus>1>papa_spaghettiboi;1f15a
0000a2c94d9600a752ce7720f743246d10b19f33fe7b27af56feefb56ddd33dd;miningbonus>1>joshS;78af
00001dec6c7c5bd88b7c5b1bd1ea439352e957b9456ac1a9e0e49f92ae2d14ae;miningbonus>1>papa_spaghettiboi;3361
0000900a57e7f6672aea3d00b26497724f636f03eba72158ed2761088f7af37e;miningbonus>1>alestone;1dcdd
0000682e41615f151d174a00d8f65386d22e47171eae239cbb6ee9eaffa00f14;miningbonus>1>joshS;66da
0000b7536e69df2e0299af78bc64565bf8cbf384ed13da644254e9c06949eb06;miningbonus>1>alestone;4b21
0000a56198c458d5104d044b3aa2a0c80cb8835634057c41b53d17172f5bed3c;miningbonus>1>papa_spaghettiboi;a7e0
0000e059a7ee6b5bcc072a188fe28708d2971d9b7809964bd7d5d67f88ddf5ef;miningbonus>1>alestone;241a
00002754b8d0324c9d64b26c6e48f59173bf1c31fa03d52e116fee5a39f4368b;miningbonus>1>null;21e13
000072872e8f1f86e32d49b5c6a4dc30ef0cb96520e065b1f3bb7db3f12b2f94;miningbonus>1>null;256a6
0000d7188068d868682e310452e201283ec4028eba9b62fb47c231bd60f0eee1;miningbonus>1>papa_spaghettiboi;3abd
000040886f5351fb409557bed6a5602b4af550c07d287f6ccdbf945e8212d3a6;miningbonus>1>alestone;12dad
0000aa5eb4c51244fd4d7a2d159c00aff3977bf93cf00f4dfbb11783b7b49d37;miningbonus>1>alestone;1e22
000034dc1163d9192a271746d24b1d1cef519cecd93c5c294ee607d0977779dd;miningbonus>1>joshS;2ba73
000089312369341be32cbedc50d683781ead65e91489ee53eb541af00a1e6973;miningbonus>1>papa_spaghettiboi;e99d
00000a4cca38a2ae1055bcf1991fb00e4f488c616cb46185b3b4a86781c9f645;miningbonus>1>null;212cc
0000951cdd82fe37d25ceb83b05eeff0d0e2811731e4110f1106248e29acc145;miningbonus>1>null;1b97
00001dc46277da2762a891822e7d96de370857d6ac1ed24352d652eadeb99bbc;miningbonus>1>joshS;4192
000087d923c7a4fea2b6526e118a1a7b5b2082c680b6c4f333984a3a0925b7cd;miningbonus>1>alestone;12657
0000bd3d91f8fed547a99c0d4b536d091a0b489919f74bcf9106090620380fd8;miningbonus>1>papa_spaghettiboi;c309
0000e08e7ddc1e394a1f0ef31a7563ad3d2c0c0bc04f6025880382ce436ad014;miningbonus>1>null;cd8d
00007aa1147fa5969487ee743dad6d20581978f9470c797a291fdd74d82a258e;miningbonus>1>null;1213b
000011a54e92d5765fcd6369711ba4fcf2b593fe68105b2bf71affad213ccc3d;miningbonus>1>joshS;11d24
0000e82253a66e70c89733f09ecce299484d647105b6a19bdb61b9575069e7d2;miningbonus>1>joshS;434c
0000c2146921d19b393b83e1ad5c7da7e7b905ef04d0f45e3bdee3ae7bd34a38;miningbonus>1>alestone;2b8fe
0000d33f21a6b3b5a496ef3c03b6e3c45ef9f71a1feeb0827e10cac2c782be51;miningbonus>1>null;e34a
00001a6b6d001c42abc5732f2587429bb3c540840c4bee83e4168cbe5e2fd9d1;miningbonus>1>null;4d9d
00004cad59f41a6ea5218801cbf67b59631fcecd0509bba5e8e6ffba3754d2cb;miningbonus>1>papa_spaghettiboi;1a6f3
000008ac6c4ec14497b1d7b962b4490b5403ff4b8e9556bdb16d6a6ddebf1aeb;miningbonus>1>alestone;da1
000000d1f7356c9dd1b5f4d935d098228209fdef14b1efcdcb86c4ed5a4bdcc2;miningbonus>1>papa_spaghettiboi;1c7e
0000fa47906873bdf349f1c402b1762c48bbde8f8f5615666e6d242ff481f456;miningbonus>1>joshS;b1c7
0000f0dd37263a00071a363edb1990a3c77117c38c78e5a02b96f01fa868b6b1;miningbonus>1>alestone;4645
00002317559ca7447af0363ef8437e08f3c56b675d16728ed7b867432fec695e;miningbonus>1>alestone;13263
0000c2b652b95dc4638a95f8676a81e9fb062790aebac8382078d05bc266a7d8;miningbonus>1>joshS;101bb
00007ec4f02e8726643da1d7681cbba983bc35e368bac638d205d219d6e68620;miningbonus>1>null;324b
0000563e40ae7fbba2906e4ac88f2d632c4feddcac24aa0354fca28b0231d085;miningbonus>1>null;31b7d
000019e633323b84d9e2dff55462c0963ff4400b9613109bd74c041b9d01a6db;miningbonus>1>papa_spaghettiboi;a3e6
0000b9f227c46d78d611c755e05cfa445f58b2bc9b20610e6fd99e0344906647;miningbonus>1>alestone;ddb2
000019e633323b84d9e2dff55462c0963ff4400b9613109bd74c041b9d01a6db;miningbonus>1>papa_spaghettiboi;a3e6
00007c88552276923d981ba0517a70a6dc7350af7cd4c94810976a2bff7c0307;miningbonus>1>papa_spaghettiboi;8838
000025409e174475b28af871d7e42aafd27f6d54a402dbca0077953fa3c36c85;miningbonus>1>joshS;ae50
00007c88552276923d981ba0517a70a6dc7350af7cd4c94810976a2bff7c0307;miningbonus>1>papa_spaghettiboi;8838
000077c2a00a85850a8b69953ed9274f9ecc3e8335fa2d25a974c57b12ef7b77;miningbonus>1>null;62e8
0000c0ff09b97639e1b355957c4f8d0fd9e43262bb4aa2bb3c0ebf51377744de;miningbonus>1>null;11183
0000e549199aedea00c38074b7917ada3694191832cd6e85232133ec289c13db;miningbonus>1>joshS;837e
00006052e1cf033af41670c0dc65f5801fde1a1c58beaed76bde125befcfce5b;miningbonus>1>alestone;1651d
0000051d798068bef0ffbe293c4ec9b648171ca13ac52347ca7d7695190097d9;miningbonus>1>alestone;110c5
00004f1ba8177886bed84d026b8d2944467910988cc80c5c7c1b23c37716f82a;miningbonus>1>papa_spaghettiboi;fba1
000046140620264d7e9eabae64716f722aed279fcd5fe605383d26b5a9084272;miningbonus>1>joshS;1ac3d
00003e09cd6635a5d8cf0625349d8ac7900855ffb45a81ae4e2402376138b083;miningbonus>1>alestone;885d
0000828db5272cfca6dcc7a92e13d9f0c032e399c3c6bfd2a6428eff93d59db1;miningbonus>1>null;251f
00001dddb30ba21837148bc33074b525cd64e2916e2cb4550be67f2482b7341c;miningbonus>1>alestone;617e
000064d8ac9904fa19d4b1e562374b9ae17a66fa506647ef048da3942752221a;miningbonus>1>null;3f32c
0000bc7377901aa5c0fb6998ae780f003fa1afb84093d8e6dc0678f80a6d835a;miningbonus>1>null;b468
00004f1ba8177886bed84d026b8d2944467910988cc80c5c7c1b23c37716f82a;miningbonus>1>papa_spaghettiboi;fba1
0000d6e5747c6a4cc8b62f60476a1ca55878f8175913ec7e3a0932281563efce;miningbonus>1>joshS;12c66
0000c489545f0a19c0b65c10c2fe3b30b6915dffbf0455c69571769c236a602e;miningbonus>1>alestone;1054f
0000aea30e00ad3000199c9cdc4ba1d44116b60047b2a0c8f3a68886704db6c0;miningbonus>1>null;9ae3
000081a8c42291baa9993fe3205b28ade4042bc51668af5c987c50ae566cfb12;miningbonus>1>null;db5c
0000e70a638144f4951fe8c23e73c075876680dad475c7b062caeed4ff57ba0a;miningbonus>1>null;1fd8
0000484e0317770359c5735155764537369a1bb92a4c587e160ea746508adabc;miningbonus>1>papa_spaghettiboi;1cf2b
00009f184bce8ebdd043e388dfb5673b34efc69f65c0c781a051421997984e2a;miningbonus>1>alestone;6742
0000484e0317770359c5735155764537369a1bb92a4c587e160ea746508adabc;miningbonus>1>papa_spaghettiboi;1cf2b
0000a4f31421630ff46b13bf9807e76c4865ce30638553d650f80a8c8e3946dc;miningbonus>1>papa_spaghettiboi;7b3b
0000f16cea4a44e642f9887684eb552df1e8001afa29c549d016bbed226de17e;miningbonus>1>alestone;4411
0000a4f31421630ff46b13bf9807e76c4865ce30638553d650f80a8c8e3946dc;miningbonus>1>papa_spaghettiboi;7b3b
0000e4962c78016dd7f5e8b4b8e3e8025b82349a92bfb373fa2fb716d5cece7a;miningbonus>1>null;13016
000059aa99e26312fd193c5c5603d136b68319c848c58f86a4f3bd05aed19410;miningbonus>1>null;223c4
0000b17a7c51223c7d95836cd7a0a6089eed45a8671659bb15711198f1af75e7;miningbonus>1>joshS;2bfe8
0000509863c1de623dd5f90aab5e4b1cbdef0212737567adf7d58a665d3aacd3;miningbonus>1>alestone;1aa11
0000dd1b773c98163dfc92fa1490b248efc28da07249ee879ee3e35d61eddfa9;miningbonus>1>joshS;84c
000094d2dcb137046d2a8105b808ade1df6c12a584a5834babcbe1579a9c78c2;miningbonus>1>alestone;92
00007b80e4324f4f36c1b22e831e9327358ae3b2e59bebb1c747b56645894600;miningbonus>1>null;364f
00009b969238a66241dc80bca93063762d70bdcde5833648940be9d995cb2dda;miningbonus>1>null;15bbc
0000a771abed9e7e1d268f235c5b4ece5640d497cc14364c0a7451dce1daad2b;miningbonus>1>alestone;af8b
000077a66252d3c1f2a9dd84efe72124036f173a7bb8306795318f5a980f4e1d;miningbonus>1>joshS;12745
0000a3484765a1c16446ea332cc4f7aed92367c46814d8ea99a551e71eb67529;miningbonus>1>alestone;6b22
0000dfe6203c56df627a6eeffe14cee73c00f49959938dbcf12535e19df412fe;miningbonus>1>papa_spaghettiboi;228e0
00004979d443189492ec7617813ddad22c8eda1f8d1080f975c26098155a7586;miningbonus>1>null;85e2
0000dfe6203c56df627a6eeffe14cee73c00f49959938dbcf12535e19df412fe;miningbonus>1>papa_spaghettiboi;228e0
00008b9febc830702288f81d2cac800db8ad0f7c3992202a92cfa7e1eaacffd3;miningbonus>1>null;1bfd4
000023befd0c0152c704bee565265b9a9c6182142123807813f81233a43fd004;miningbonus>1>joshS;d95b
0000a4f31421630ff46b13bf9807e76c4865ce30638553d650f80a8c8e3946dc;miningbonus>1>papa_spaghettiboi;7b3b
000011f3be70f0c3119186e2c18e6266dc5643010735d43b41acc17d1f9098be;miningbonus>1>papa_spaghettiboi;9d07
00009948ffb685bde1a73d848fc0e12931115c3fa995a268c40f63c24e5a8c67;miningbonus>1>alestone;1fb1c
000011f3be70f0c3119186e2c18e6266dc5643010735d43b41acc17d1f9098be;miningbonus>1>papa_spaghettiboi;9d07
0000210fa0fb9a87fc8c0c44bd2a9f7213e93b2c042af604e0b7435f6738ce10;miningbonus>1>alestone;41d5
00005aa3b91cdb52330d8da62f97a896a2d941481b21b7e5137a2bf5734f1782;miningbonus>1>null;e5d7
0000f2dfd329a84068d79f37303b39841a426431ff2c7fcc0db0537ca40bd35d;miningbonus>1>null;1291f
0000ba735b2c28d05695004d5edee509482ce0bcd0d8ed5e359aff9bebbeefd0;miningbonus>1>alestone;91bd
0000ac2fb0986e5812850628dba2ab42d88e8ada096d8c159af941f72af92727;miningbonus>1>null;e784
0000941bde5c28b8191390ba2f8cfe7a5ab8bf430cce304c795a07b2e5d006ee;miningbonus>1>null;ecfc
0000fcc53905ddd48b43864260309281e6bc0878607956d17ea74e7fbd6038d7;miningbonus>1>joshS;2f5ca
00002fd40eb312a705dc1335f05de1b4f34fa74ed8835f10d57ed161ce04e3bc;miningbonus>1>alestone;18932
0000fec956e8814ac11c93d1e16fcfd77585b0629a02a5da608504d7ce54d801;miningbonus>1>null;175
000056fe6908a34b6e822d086681f3ec3290335eeedad12de015ca8f46c2839f;miningbonus>1>null;4fb5
0000dfe6203c56df627a6eeffe14cee73c00f49959938dbcf12535e19df412fe;miningbonus>1>papa_spaghettiboi;228e0
000046bc3574f0a3709a66ef3e7b3a481f3c11a43f934cbe254224ad0d32c82f;miningbonus>1>alestone;1624
00002877614c8d67765d88048667a894454dd88c518a3997d87eb8761dae1e93;miningbonus>1>joshS;3dd6
0000204c39e4f08111cefa800e69ed72a83c7eb53dd41bff06db0fc03a527659;miningbonus>1>ShelbytheHockeyPlayer;23333
0000de14937bd7cb925b6a57e723ed1db483adb1e9a3b649486e3943f4f6ac1a;miningbonus>1>papa_spaghettiboi;79bf
00006132dd852129400993a5731ab746889cb668fa37d7a2ddd949e068343f6b;miningbonus>1>alestone;9586
0000719a8d2b7c2c114eba4221de61db2c01c8dc0f80fdd40b72d91e9cc94fd3;miningbonus>1>joshS;b8ca
0000de14937bd7cb925b6a57e723ed1db483adb1e9a3b649486e3943f4f6ac1a;miningbonus>1>papa_spaghettiboi;79bf
000011f3be70f0c3119186e2c18e6266dc5643010735d43b41acc17d1f9098be;miningbonus>1>papa_spaghettiboi;9d07
00000962f2c1b16680b1843003ff0a0fc0c6ceab17653262e3a4510033006198;miningbonus>1>papa_spaghettiboi;7e7
00000962f2c1b16680b1843003ff0a0fc0c6ceab17653262e3a4510033006198;miningbonus>1>papa_spaghettiboi;7e7
000052426eee44a4044e83d1dfbb60e40c6859a1c7e83fe69e7f5e2c71f971ed;miningbonus>1>ShelbytheHockeyPlayer;c0dd
0000be2483413d5e1047f88e9f8db7db82feae5672eabc857715ca155042751e;miningbonus>1>joshS;b6e2
00007692ae660af0d6301f19333c149004dbd6f0e54127d60ddc7864d820f904;miningbonus>1>alestone;221d5
000026c2e983d8b3e7498ed68080b323c84281fa17b4281c698e43d5c60f4bdb;miningbonus>1>alestone;c018
000080cbb53f38071866e25788693612164680a0567e6e1d3996760576a5c12e;miningbonus>1>null;11721
00007aee1ce1c25efc24f3a95124b3329d81cbb17dafc37d8874406ae8595100;miningbonus>1>null;4f122
00003a7a3dc2db6d2798d9c5b445dc3b9cab6a6700bcb55e61a6267a66866198;miningbonus>1>alestone;9e4c
000087a5b8fc83594b7eb5fcf284a8fa0ec73296a43329ee0967642fe2409b82;miningbonus>1>null;d6e5
00001a32a9e5192db1cd35674ba5357f3d0df2504d2cb1645622c36625b06bc1;miningbonus>1>null;9123
00006d04893d97fc48ebfb321920fd09e6fea3c4c9b61dce7cccceabaaf7a84a;miningbonus>1>alestone;7320
0000fc16c1abb76be56f0d4b0ecbd29d9f70520ce2b95a24cbd1eeb48ed00d7b;miningbonus>1>joshS;32189
000046d54825fecbf2cc9a18b0d278f9a09b9102eaa668babe3b903ddc781ab1;miningbonus>1>ShelbytheHockeyPlayer;36a19
00005e9bd4daf511103ac8f69590f597a8531b37d55828c2264c22a48ed6e4a9;miningbonus>1>alestone;678f
000052426eee44a4044e83d1dfbb60e40c6859a1c7e83fe69e7f5e2c71f971ed;miningbonus>1>ShelbytheHockeyPlayer;c0dd
0000a9fc41dc2255f36ca47d5db1c61caa959073460e9cdcb0f89690d52c45a8;miningbonus>1>ShelbytheHockeyPlayer;4886
0000da0772e4c53ee39efa126dec8cdeff709969044f514fe6d2295dcbfdb9bc;miningbonus>1>joshS;1421e
0000de14937bd7cb925b6a57e723ed1db483adb1e9a3b649486e3943f4f6ac1a;miningbonus>1>papa_spaghettiboi;79bf
00007434fcba5737ab0729059a987085aeda2210e45beb8dc9dc00bedd8a3ff0;miningbonus>1>papa_spaghettiboi;944a
00007434fcba5737ab0729059a987085aeda2210e45beb8dc9dc00bedd8a3ff0;miningbonus>1>papa_spaghettiboi;944a
0000dfe6203c56df627a6eeffe14cee73c00f49959938dbcf12535e19df412fe;miningbonus>1>papa_spaghettiboi;228e0
000011f3be70f0c3119186e2c18e6266dc5643010735d43b41acc17d1f9098be;miningbonus>1>papa_spaghettiboi;9d07
000011f3be70f0c3119186e2c18e6266dc5643010735d43b41acc17d1f9098be;miningbonus>1>papa_spaghettiboi;9d07
00000962f2c1b16680b1843003ff0a0fc0c6ceab17653262e3a4510033006198;miningbonus>1>papa_spaghettiboi;7e7
0000c2282caf7a0ffd5c02cfa8ad95818e5c6709078e28da2194c552077b062c;miningbonus>1>alestone;38585
0000fffff13fc78ed91fffc2898288a9967729582f19fc943801ae9913f7dfc7;miningbonus>1>null;a069
000035837c6bf680727ea4a9088f267fbd6667bf0892e11f80f3804fa87d4803;miningbonus>1>null;3baaf
0000a6ea1a609803df3b744b23397f2849459ef578fd397c2bcbcd2dade0a85e;miningbonus>1>alestone;c5ed
00008162d213a40a2a6aab50578de113b34201c0a70ef98b460c6a8c0d805ba9;miningbonus>1>joshS;22f65
000046d54825fecbf2cc9a18b0d278f9a09b9102eaa668babe3b903ddc781ab1;miningbonus>1>ShelbytheHockeyPlayer;36a19
00006bd9bc328b042538747a8dfa4f5a150807ea66604d7b77ef8090d7706452;miningbonus>1>joshS;f80
00008013a0824c0f8a362787c37cbc915f38230b39b4fbe162a58e287e0af560;miningbonus>1>ShelbytheHockeyPlayer;ae69
00009c6bdc8b274da3793e32e72789539cbeb2adb832cd231a3fef0bfec7e468;miningbonus>1>alestone;1360f
0000a57bae8040373aa3c46c4859992fa9292e57c771162f8d031aa978f637ef;miningbonus>1>null;ae8e
0000b8081685e775e14b48384be43b8850d73e2b0cbef85a7b52a00151c8e6cb;miningbonus>1>null;1f310
0000a9fc41dc2255f36ca47d5db1c61caa959073460e9cdcb0f89690d52c45a8;miningbonus>1>ShelbytheHockeyPlayer;4886
00009fa24a107a7e9613a82439dc06a6f3f63444df6cf74c04c245abea3e022e;miningbonus>1>null;3f00
000039abf846e552dacd7faf8cf07677fa545d414df9e49a9bf4adea0d278081;miningbonus>1>alestone;eb34
000095b30eb1028030bc7508b47cdf55b64acde3e715eb569351c302f1d05c34;miningbonus>1>null;b530
00006e7a868be37aabdf8db47389011dc4ae8679499e067d39de503ddee215e8;miningbonus>1>alestone;548f
0000bd600e2172bc4db86ee165be62f96a011caf1ab8366a7cda44e22d8c93fc;miningbonus>1>ShelbytheHockeyPlayer;8e3a
000064e9c482f25ba0c0538f8895059312767b8cf661de7b1956d06e43ba655f;miningbonus>1>joshS;1ea1e
00008013a0824c0f8a362787c37cbc915f38230b39b4fbe162a58e287e0af560;miningbonus>1>ShelbytheHockeyPlayer;ae69
0000bdc99602cdf8a8dd2230fdf82839fbf28807870ff10e5a3c6658435ab435;miningbonus>1>alestone;4eab
0000a06f118724a33aeaf9619925657a97eb61ebf563a3e5dc32a97c16fab005;miningbonus>1>papa_spaghettiboi;16abb
0000a06f118724a33aeaf9619925657a97eb61ebf563a3e5dc32a97c16fab005;miningbonus>1>papa_spaghettiboi;16abb
000011f3be70f0c3119186e2c18e6266dc5643010735d43b41acc17d1f9098be;miningbonus>1>papa_spaghettiboi;9d07
0000de14937bd7cb925b6a57e723ed1db483adb1e9a3b649486e3943f4f6ac1a;miningbonus>1>papa_spaghettiboi;79bf
0000de14937bd7cb925b6a57e723ed1db483adb1e9a3b649486e3943f4f6ac1a;miningbonus>1>papa_spaghettiboi;79bf
00008013a0824c0f8a362787c37cbc915f38230b39b4fbe162a58e287e0af560;miningbonus>1>ShelbytheHockeyPlayer;ae69
00007434fcba5737ab0729059a987085aeda2210e45beb8dc9dc00bedd8a3ff0;miningbonus>1>papa_spaghettiboi;944a
0000925d5fe0b6941272084e7f1775da27e6a92150d36f0fdf121ba45bee78f2;miningbonus>1>ShelbytheHockeyPlayer;b030
0000a92ef9462b2109b319e11c781a57816ea198caae777bf180a3349d864639;miningbonus>1>null;23477
0000ba3e56d499b131ee1837c1659e533828b65dd500071b1aee52d7907d596d;miningbonus>1>null;7bc3
00007442ac0b8fee10e5e0300175ce7eb4086eafb0160e06297184a56b9365cb;miningbonus>1>alestone;119e9
000004ff8402529086ff72c38c523b319deb41aac34178fe41212a8c901188d0;miningbonus>1>Konstany;1dfc1
0000bd600e2172bc4db86ee165be62f96a011caf1ab8366a7cda44e22d8c93fc;miningbonus>1>ShelbytheHockeyPlayer;8e3a
0000c2f1c056dbf39827263c9293c8a1a61b0065be2881bccea14e080d453815;miningbonus>1>joshS;1d0e4
00009fcfb203672b7495094200bf2d86fe38b441c6a2293cc9685a3f0b46a050;miningbonus>1>alestone;1c0d
00005e5d6bf05f6aaf83bb2e013dac2363e2ef1b3ed6b8b6e9d233b00908ea59;miningbonus>1>null;7446
00004dbea22f21c1b5eb00369bc3cc180a5569a6457a8adc5e803f707d54a5c6;miningbonus>1>null;3f3e
0000a400c297d7a0888f3a902c59850292f7bf521ffda4a294d0326c046afe14;miningbonus>1>joshS;2ea4
0000ab8d39e46ca6b38c8b67a3dd0e5319ee8fa11ba3cef8054de530bdb46050;miningbonus>1>Konstany;132c7
